,NO2(GT),NOx(GT),PT08.S5(O3),PT08.S2(NMHC),PT08.S1(CO),PT08.S4(NO2),T,AH,C6H6(GT),RH,CO(GT),toDrop
8289,-200,-200,989,703,966,903,22,4333,39,596,12,1
8290,98,117,911,627,931,860,23,4317,26,589,9,0
8291,89,108,893,611,922,867,19,4276,24,600,8,0
8292,104,126,894,606,911,866,19,4293,23,603,8,0
8293,148,235,1018,736,993,941,9,4294,45,646,11,0
8294,194,339,1191,919,1100,1072,6,4231,85,650,19,0
8295,231,399,1285,940,1141,1099,21,4338,90,599,25,0
8296,200,346,1219,800,1085,983,31,4402,57,572,22,0
8297,217,407,1370,853,1153,1027,42,4483,69,540,21,0
8298,210,393,1317,831,1122,982,74,4538,64,438,23,0
8299,126,166,818,685,992,902,112,4586,35,345,12,0
8300,118,157,683,693,1018,937,138,5084,37,324,12,0
8301,114,141,573,649,981,901,124,5002,29,349,11,0
8302,117,144,595,679,988,911,128,4684,34,319,11,0
8303,140,191,774,777,1059,969,135,4486,53,291,14,0
8304,168,255,1059,870,1110,1057,116,4540,73,333,17,0
8305,202,379,1326,979,1204,1147,109,4568,100,349,25,0
8306,211,427,1494,1061,1275,1203,104,4708,123,373,27,0
8307,231,509,1559,1044,1297,1185,97,4792,118,397,31,0
8308,214,459,1575,991,1277,1141,91,4857,104,419,28,0
8309,181,293,1447,888,1207,1062,93,4927,77,419,19,0
8310,173,269,1367,880,1222,1083,94,5279,75,447,19,0
8311,169,244,1230,816,1141,1026,85,5108,61,458,17,0
8312,174,293,1396,913,1228,1124,78,5300,83,500,22,0
8313,-200,-200,1191,770,1120,1012,77,5242,51,497,16,1
8314,130,177,1009,758,1067,993,82,5099,49,469,15,0
8315,72,81,572,580,947,894,84,5375,19,486,8,0
8316,40,42,420,501,918,881,80,5883,10,547,5,0
8317,56,61,453,506,920,905,78,5914,11,557,5,0
8318,81,101,520,541,941,919,80,5796,15,538,7,0
8319,81,98,531,552,949,919,88,5752,16,507,7,0
8320,88,114,579,604,990,947,101,5870,23,476,9,0
8321,94,118,570,620,996,946,106,5838,25,458,10,0
8322,97,120,571,623,1023,976,91,6515,25,562,11,0
8323,112,151,582,636,1037,1024,79,7124,28,665,11,0
8324,104,131,551,613,1017,1007,80,6991,24,650,10,0
8325,107,145,634,671,1042,1038,84,6721,33,610,11,0
8326,114,156,633,665,1037,1013,86,6429,32,573,13,0
8327,115,151,613,640,1009,996,84,6227,28,563,12,0
8328,127,173,702,675,1033,1006,80,6222,34,577,13,0
8329,119,154,649,647,1016,997,71,6341,29,626,11,0
8330,149,221,841,745,1076,1040,74,6123,46,593,15,0
8331,140,193,795,699,1029,1001,77,5994,38,569,14,0
8332,105,130,638,661,984,965,77,5753,31,544,11,0
8333,116,156,663,694,1003,976,77,5572,37,530,13,0
8334,112,148,610,671,1009,1010,67,6188,33,628,14,0
8335,80,93,480,588,946,948,66,6056,21,619,11,0
8336,59,66,404,518,910,936,57,6498,12,703,8,0
8337,-200,-200,357,464,886,919,45,6751,7,792,6,1
8338,36,38,348,447,879,910,40,6712,5,815,-2000,1
8339,49,50,399,502,907,947,39,6653,10,815,5,0
8340,63,77,464,589,949,1001,33,6617,21,843,6,0
8341,123,183,699,786,1054,1129,42,6742,55,809,12,0
8342,164,256,1006,1010,1214,1282,51,6646,109,750,22,0
8343,218,355,1206,1095,1253,1375,46,6651,133,776,29,0
8344,254,491,1122,964,1197,1260,38,6811,96,843,29,0
8345,210,387,1069,859,1156,1196,62,7383,70,774,20,0
8346,208,384,1062,837,1132,1199,77,7133,66,676,17,0
8347,204,368,1162,950,1207,1303,81,7039,93,648,22,0
8348,172,258,1010,896,1127,1227,81,6942,79,640,18,0
8349,157,231,931,851,1112,1184,69,7118,69,713,16,0
8350,181,290,1025,925,1186,1272,70,7425,86,737,19,0
8351,194,335,1110,976,1192,1290,73,7195,100,700,22,0
8352,193,293,979,931,1177,1281,58,7223,88,778,22,0
8353,252,526,1409,1301,1478,1682,54,7293,202,809,49,0
8354,283,607,1438,1289,1486,1633,55,7261,197,798,63,0
8355,208,326,1083,863,1118,1194,56,6808,71,740,27,0
8356,143,188,916,730,1019,1082,56,6604,44,719,14,0
8357,124,163,825,643,961,1046,64,6848,29,707,12,0
8358,89,102,704,591,931,1015,63,6733,21,701,8,0
8359,85,95,668,592,938,1032,44,6825,21,805,8,0
8360,66,71,512,511,888,963,39,6787,11,831,7,0
8361,-200,-200,385,454,844,908,25,6407,6,866,4,1
8362,46,46,377,440,851,918,34,6736,5,854,4,0
8363,60,62,467,503,905,956,33,6608,10,845,5,0
8364,117,170,691,628,987,1035,34,6640,26,845,9,0
8365,178,313,981,842,1124,1180,34,6677,67,845,15,0
8366,295,687,1369,1200,1408,1523,41,6820,167,827,38,0
8367,243,757,1589,1403,1501,1789,46,6889,240,803,54,0
8368,255,559,1370,1149,1266,1435,61,7025,150,740,35,0
8369,201,286,1005,855,1082,1140,91,6787,69,584,17,0
8370,208,324,1105,942,1123,1225,114,6580,91,489,20,0
8371,212,316,1142,979,1174,1282,83,7072,100,644,21,0
8372,238,407,1105,1082,1209,1355,65,6903,129,710,30,0
8373,201,305,917,940,1120,1245,66,6973,90,711,21,0
8374,218,360,1050,1010,1174,1305,74,7165,109,693,25,0
8375,222,339,848,896,1068,1177,64,6834,79,706,22,0
8376,206,304,952,985,1146,1236,58,6718,102,725,24,0
8377,251,397,1059,1089,1204,1335,56,6556,132,716,36,0
8378,190,270,720,903,1062,1141,42,6491,81,778,26,0
8379,218,339,981,919,1122,1201,43,6648,85,795,27,0
8380,150,190,648,686,940,1005,45,6429,36,755,14,0
8381,111,126,611,628,935,986,44,6523,26,771,9,0
8382,142,189,773,725,1011,1050,42,6506,43,782,15,0
8383,119,146,703,665,952,1007,40,6517,32,793,11,0
8384,87,98,560,572,899,951,39,6430,18,787,8,0
8385,-200,-200,499,533,880,948,35,6403,14,806,6,1
8386,70,75,575,516,882,959,32,6426,12,828,6,0
8387,68,77,478,466,844,894,41,6304,7,760,6,0
8388,66,72,442,497,860,912,42,6311,10,759,6,0
8389,117,152,602,597,917,994,45,6480,22,763,7,0
8390,197,337,936,886,1126,1208,44,6687,77,791,17,0
8391,198,360,870,820,1033,1114,43,6706,62,798,19,0
8392,167,243,688,697,944,1022,31,6419,38,830,14,0
8393,180,277,706,687,955,1004,28,6326,36,839,13,0
8394,169,266,756,694,992,1020,39,6482,37,795,12,0
8395,210,317,974,910,1090,1192,51,6621,83,745,19,0
8396,232,375,1121,983,1151,1244,57,6686,101,725,25,0
8397,223,349,1064,975,1148,1243,56,6826,99,746,23,0
8398,224,377,1076,946,1140,1231,54,6875,92,759,23,0
8399,238,403,1090,990,1160,1254,49,6826,103,782,25,0
8400,249,422,1119,1027,1167,1289,48,6845,114,790,28,0
8401,223,388,1181,1038,1194,1317,48,6826,117,786,27,0
8402,244,431,1240,1071,1224,1331,46,6686,126,782,31,0
8403,243,425,1254,1028,1209,1264,42,6647,114,797,29,0
8404,226,391,1192,962,1145,1212,43,6621,96,789,26,0
8405,167,231,1020,744,1016,1053,42,6479,46,779,15,0
8406,172,248,916,750,1018,1051,32,6450,47,830,16,0
8407,120,142,798,625,937,983,51,6626,26,745,11,0
8408,100,117,762,647,949,1023,40,6666,29,808,9,0
8409,-200,-200,685,545,895,964,43,6770,15,810,7,1
8410,86,96,619,528,884,960,29,6503,13,853,-2000,1
8411,81,87,606,518,883,962,33,6612,12,845,6,0
8412,131,197,788,652,968,1051,36,6724,30,844,8,0
8413,170,290,947,787,1071,1146,38,6771,55,838,15,0
8414,267,621,1254,1082,1310,1400,41,6819,129,825,31,0
8415,269,645,1352,1132,1332,1439,39,6847,145,839,38,0
8416,244,573,1165,939,1178,1228,41,6967,90,839,27,0
8417,232,414,1025,836,1093,1142,46,6997,65,820,18,0
8418,196,314,941,784,1060,1117,55,7238,54,795,14,0
8419,195,317,1000,873,1121,1206,67,7519,74,762,17,0
8420,189,290,962,888,1118,1223,79,7394,77,690,19,0
8421,212,385,1214,1002,1205,1299,85,7387,107,663,22,0
8422,267,507,1428,1094,1274,1364,76,7399,133,708,30,0
8423,262,534,1484,1092,1301,1388,72,7372,132,724,30,0
8424,270,601,1658,1224,1405,1503,67,7326,175,742,39,0
8425,260,583,1632,1230,1375,1522,61,7184,177,758,40,0
8426,265,551,1628,1225,1367,1492,63,7187,175,749,39,0
8427,262,547,1481,1121,1324,1399,60,7345,141,780,35,0
8428,227,385,1205,917,1170,1218,56,7443,84,812,24,0
8429,192,318,1106,895,1169,1201,55,7393,79,815,21,0
8430,202,356,1106,905,1181,1215,53,7530,81,841,25,0
8431,189,326,1092,860,1146,1181,52,7487,71,839,21,0
8432,157,233,984,773,1059,1127,51,7416,52,835,15,0
8433,-200,-200,889,679,1010,1046,50,7300,34,829,11,1
8434,97,116,848,677,1007,1053,50,7265,34,825,10,0
8435,100,120,771,595,932,1025,50,7273,21,828,8,0
8436,146,228,895,717,998,1095,52,7219,41,807,10,0
8437,175,303,1003,819,1072,1161,53,7179,61,802,14,0
8438,-200,-200,1442,1260,1424,1568,57,7340,187,797,36,1
8439,-200,-200,1727,1502,1527,1868,62,7355,279,768,58,1
8440,190,529,1606,1234,1364,1533,83,7384,178,674,42,0
8441,166,615,1354,1044,1190,1324,108,6746,118,521,33,0
8442,153,298,914,839,1021,1084,130,6028,66,403,17,0
8443,167,317,913,914,1051,1122,109,5849,84,448,21,0
8444,137,305,847,882,1021,1097,115,5706,76,421,22,0
8445,140,253,778,842,1016,1067,125,5568,67,385,18,0
8446,150,296,835,893,1040,1104,126,5586,79,385,20,0
8447,152,293,903,916,1089,1124,123,5488,84,384,23,0
8448,177,353,1157,1054,1148,1233,102,5366,121,431,28,0
8449,189,399,1237,1070,1162,1229,86,5385,126,482,34,0
8450,195,454,1253,1102,1197,1309,78,5384,136,508,40,0
8451,179,356,1130,905,1059,1098,73,5404,81,528,23,0
8452,188,473,1373,1023,1207,1233,62,5958,112,624,27,0
8453,170,482,1338,983,1188,1193,51,6033,101,682,27,0
8454,161,443,1268,933,1153,1133,47,5936,88,690,28,0
8455,145,373,1125,849,1061,1063,40,5756,68,698,21,0
8456,136,320,1054,831,1028,1063,34,5626,64,713,19,0
8457,-200,-200,1090,843,1082,1061,28,5591,67,740,21,1
8458,122,233,1029,771,1037,1004,23,5514,52,751,17,0
8459,115,161,882,688,942,947,38,5359,36,662,13,0
8460,103,137,717,633,904,897,46,5173,27,605,9,0
8461,108,144,599,578,855,855,57,5022,19,543,10,0
8462,124,182,687,705,914,926,62,4880,39,513,10,0
8463,133,227,706,714,933,927,67,4892,41,495,15,0
8464,124,203,682,696,942,912,88,5114,37,450,15,0
8465,116,179,629,688,943,909,96,5202,36,435,14,0
8466,113,171,664,717,959,939,98,5238,41,433,24,0
8467,117,181,664,739,971,972,99,5300,45,435,28,0
8468,118,175,630,735,954,953,98,5332,45,441,29,0
8469,108,148,524,645,929,906,97,5417,29,451,26,0
8470,98,132,488,660,933,911,90,5420,31,473,25,0
8471,117,162,609,704,967,961,74,5797,39,560,27,0
8472,126,185,684,723,987,974,64,5956,42,617,28,0
8473,142,234,788,772,1003,1008,68,5758,52,580,30,0
8474,157,275,1030,986,1138,1188,73,5806,102,567,37,0
8475,161,272,1026,903,1087,1106,72,5790,81,567,35,0
8476,169,331,1182,920,1129,1139,67,5848,85,591,38,0
8477,166,347,1284,1005,1191,1224,59,5808,107,621,43,0
8478,189,488,1371,1032,1256,1230,63,5811,115,604,48,0
8479,184,404,1234,960,1171,1121,55,5458,95,602,42,0
8480,145,255,1060,780,1016,1004,46,5525,53,644,33,0
8481,-200,-200,1038,805,1035,1022,35,5458,58,688,30,1
8482,119,174,970,744,980,979,28,5383,46,709,-2000,1
8483,87,108,751,631,901,915,37,5295,27,659,10,0
8484,77,107,742,655,914,949,16,5168,31,743,9,0
8485,112,188,879,665,940,955,14,5261,32,763,11,0
8486,118,225,871,689,935,949,25,5172,36,695,11,0
8487,124,208,890,691,970,956,37,5208,37,648,12,0
8488,144,270,1059,830,1064,1053,78,5307,64,499,17,0
8489,128,202,808,776,1023,972,112,4936,52,371,16,0
8490,120,168,616,706,955,884,126,4460,39,306,14,0
8491,131,191,609,714,943,868,103,4131,41,329,18,0
8492,115,149,471,622,895,804,100,4346,25,355,11,0
8493,82,101,391,601,890,803,88,4538,22,400,9,0
8494,100,134,398,608,904,807,83,4431,23,403,11,0
8495,111,150,419,611,888,791,79,4141,24,389,11,0
8496,132,188,509,648,905,822,68,4072,29,410,12,0
8497,155,254,723,757,974,884,60,3962,49,420,16,0
8498,181,324,888,847,1048,955,55,3963,68,435,26,0
8499,155,238,596,660,895,826,46,4001,31,468,15,0
8500,105,128,451,594,875,793,45,4085,21,480,10,0
8501,119,169,581,703,943,870,43,4069,39,486,13,0
8502,150,215,698,697,947,878,40,4115,38,500,16,0
8503,94,111,423,566,865,797,40,4338,18,529,10,0
8504,56,60,332,503,823,755,40,4200,10,510,6,0
8505,-200,-200,280,452,798,699,39,3930,6,481,4,1
8506,28,29,261,425,781,667,38,3879,4,480,3,0
8507,25,25,252,409,781,669,36,4022,3,503,3,0
8508,31,34,257,402,779,684,28,3972,2,526,3,0
8509,66,89,308,462,817,732,25,3908,7,527,4,0
8510,111,212,456,629,893,837,27,3804,26,505,10,0
8511,122,216,527,659,883,842,27,3714,31,494,12,0
8512,115,191,475,608,839,780,33,3540,23,452,10,0
8513,123,200,434,587,809,744,31,3354,20,433,9,0
8514,119,164,385,584,805,726,37,3123,20,388,8,0
8515,125,185,435,661,840,757,40,3016,31,368,11,0
8516,110,156,421,646,812,731,37,2823,29,350,10,0
8517,111,155,371,594,782,673,34,2563,21,324,8,0
8518,114,158,382,617,799,699,33,2592,25,331,9,0
8519,114,166,408,640,812,716,26,2618,28,351,9,0
8520,140,268,676,842,922,858,21,2634,67,366,20,0
8521,141,309,798,903,938,885,16,2645,81,379,24,0
8522,142,297,793,872,939,870,14,2615,74,380,25,0
8523,123,225,573,687,827,727,10,2456,36,366,16,0
8524,90,122,402,580,776,655,11,2382,19,354,9,0
8525,79,100,343,538,755,621,10,2292,14,343,7,0
8526,69,86,322,515,766,642,10,2487,12,374,6,0
8527,60,71,307,487,762,640,7,2693,9,412,6,0
8528,37,39,268,453,736,602,2,2566,6,406,4,0
8529,-200,-200,227,387,715,559,1,2499,2,400,2,1
8530,27,29,221,390,716,551,-1,2326,2,375,2,0
8531,30,32,225,408,731,561,-3,2347,3,384,2,0
8532,33,37,232,407,735,579,-6,2404,3,401,2,0
8533,84,134,313,500,779,652,-6,2478,10,414,5,0
8534,147,358,629,774,915,839,-2,2478,52,402,15,0
8535,143,354,790,818,905,840,6,2388,61,368,19,0
8536,122,284,630,688,835,720,28,2294,36,303,14,0
8537,109,213,472,609,798,660,31,2240,23,291,9,0
8538,95,174,378,580,783,647,33,2288,19,292,7,0
8539,94,157,384,623,807,684,31,2386,26,310,8,0
8540,102,178,426,660,827,709,32,2399,31,308,10,0
8541,107,187,442,632,822,701,33,2464,27,315,9,0
8542,113,198,467,655,830,710,41,2363,30,286,10,0
8543,110,186,448,653,833,708,39,2378,30,292,9,0
8544,116,203,582,766,882,815,19,2494,50,350,14,0
8545,148,313,892,880,967,887,18,2497,75,354,21,0
8546,156,342,1006,958,1009,935,14,2503,95,365,28,0
8547,159,310,852,777,911,796,8,2388,53,363,22,0
8548,116,165,543,613,808,672,6,2210,24,341,10,0
8549,110,152,529,621,812,669,3,2031,25,319,11,0
8550,102,141,465,597,790,637,2,1910,22,302,9,0
8551,93,122,405,544,765,601,0,1847,15,297,8,0
8552,67,79,332,525,761,605,-1,1975,13,319,6,0
8553,-200,-200,420,486,788,650,-11,2379,9,414,5,1
8554,75,81,532,471,790,669,-14,2536,7,449,-2000,1
8555,73,77,630,489,804,698,-13,2635,9,463,4,0
8556,96,124,768,537,831,722,-12,2700,14,472,5,0
8557,110,159,866,680,881,813,-13,2702,35,475,7,0
8558,150,396,1254,1013,1099,1056,-19,2801,110,514,24,0
8559,169,479,1347,1065,1100,1072,-5,2763,124,459,28,0
8560,181,438,1216,910,1042,922,46,2783,83,325,20,0
8561,187,466,1151,935,1026,942,75,2528,89,243,22,0
8562,146,288,699,796,905,767,96,2246,57,188,14,0
8563,131,205,584,790,891,764,93,2157,55,184,12,0
8564,161,311,836,938,968,897,97,2244,90,186,19,0
8565,143,246,626,826,909,802,101,2062,63,167,13,0
8566,176,356,878,945,938,855,118,1862,91,135,20,0
8567,178,397,952,917,971,885,116,2086,84,153,20,0
8568,207,579,1460,1226,1148,1126,91,2225,175,192,34,0
8569,240,819,1855,1384,1299,1325,72,2611,233,256,51,0
8570,236,754,1860,1269,1315,1282,61,3237,190,340,53,0
8571,199,473,1629,1020,1180,1054,51,3230,111,364,28,0
8572,170,300,1454,821,1070,936,48,3440,62,396,16,0
8573,153,235,1348,763,1031,905,50,3479,50,396,14,0
8574,140,207,1326,778,1047,907,41,3456,53,417,14,0
8575,138,204,1285,724,1030,893,44,3656,42,433,14,0
8576,117,155,1205,682,986,884,38,3728,35,459,11,0
8577,-200,-200,1220,655,992,887,36,3960,30,497,9,1
8578,119,179,1448,715,1076,947,34,4455,41,563,10,0
8579,108,143,1433,713,1104,1001,29,5183,40,679,10,0
8580,121,212,1447,770,1160,1063,28,5618,51,741,12,0
8581,136,263,1481,846,1217,1120,29,5742,67,756,14,0
8582,175,648,1785,1167,1457,1422,38,5867,156,724,30,0
8583,211,717,1756,1212,1337,1406,59,4706,171,502,42,0
8584,186,389,1368,931,1111,1069,73,4035,88,394,21,0
8585,177,438,1197,852,1165,1155,36,6055,69,759,20,0
8586,147,282,1084,783,1129,1127,36,6283,54,786,16,0
8587,150,268,1039,759,1092,1088,53,6213,49,692,14,0
8588,148,248,961,777,1096,1107,61,6255,53,660,16,0
8589,151,272,964,783,1108,1115,60,6577,54,701,15,0
8590,151,291,941,787,1124,1147,63,6907,55,721,17,0
8591,165,363,1111,879,1216,1252,63,7252,75,757,19,0
8592,197,660,1459,1202,1437,1510,56,7382,167,804,38,0
8593,228,907,1519,1245,1473,1539,49,7201,182,824,54,0
8594,196,639,1412,1164,1396,1488,43,7051,155,840,42,0
8595,192,574,1336,1013,1285,1331,43,7025,109,836,38,0
8596,161,373,1285,928,1206,1235,46,7066,87,825,23,0
8597,156,330,1240,868,1179,1205,44,6938,73,820,21,0
8598,158,336,1282,877,1213,1206,43,6791,75,809,23,0
8599,154,347,1189,849,1142,1173,41,6721,68,812,23,0
8600,138,241,1117,750,1089,1108,39,6613,47,809,17,0
8601,-200,-200,1024,617,982,977,45,6004,25,706,12,1
8602,92,96,744,526,888,912,45,5547,13,651,6,0
8603,103,147,928,602,979,993,40,6161,22,752,9,0
8604,117,210,1006,690,1023,1049,37,6164,36,764,11,0
8605,139,409,1173,878,1153,1180,31,5985,75,773,19,0
8606,167,719,1568,1204,1393,1497,37,5992,168,744,37,0
8607,205,959,1913,1502,1567,1848,50,6118,280,694,61,0
8608,216,744,1643,1174,1334,1432,65,5919,158,609,46,0
8609,192,583,1605,1165,1280,1435,76,6245,155,598,33,0
8610,188,597,1668,1145,1330,1399,86,6471,149,576,33,0
8611,189,550,1710,1193,1349,1493,109,6826,164,524,34,0
8612,192,499,1632,1167,1349,1443,123,6871,156,483,36,0
8613,194,470,1545,1182,1344,1411,125,6298,161,434,39,0
8614,217,568,1557,1198,1337,1401,119,5902,166,423,48,0
8615,178,525,1529,1177,1316,1392,123,5867,159,412,39,0
8616,183,481,1430,1094,1253,1327,108,6235,133,481,36,0
8617,189,414,1509,1144,1258,1336,89,5996,149,525,36,0
8618,225,565,1615,1253,1326,1479,84,6057,185,547,46,0
8619,175,303,1242,896,1109,1132,75,6112,79,587,23,0
8620,153,221,1065,762,1029,1049,69,5977,50,600,16,0
8621,156,260,1180,833,1112,1104,66,5995,65,613,18,0
8622,172,327,1158,810,1100,1070,63,5761,60,598,22,0
8623,164,344,1216,849,1136,1132,54,5935,68,658,21,0
8624,157,270,971,712,1000,989,58,5523,40,596,17,0
8625,-200,-200,1076,732,1041,1003,49,5477,44,626,15,1
8626,136,191,1011,710,1009,974,44,5385,40,639,-2000,1
8627,110,136,813,681,975,948,42,5191,35,625,11,0
8628,128,194,1001,727,993,989,31,5302,43,686,11,0
8629,132,168,655,587,872,866,46,4682,20,546,8,0
8630,156,254,933,818,1017,1034,50,4788,61,545,13,0
8631,185,410,1088,928,1070,1112,70,4847,87,481,23,0
8632,121,166,562,658,915,866,100,4643,31,377,11,0
8633,117,162,586,772,978,955,130,4520,52,303,11,0
8634,133,188,617,777,968,929,140,4476,53,281,15,0
8635,136,199,705,843,1008,998,133,4399,67,289,16,0
8636,162,272,814,913,1025,1035,134,4436,83,290,22,0
8637,132,180,615,806,983,966,135,4374,59,283,15,0
8638,162,255,804,868,1018,1015,130,4420,73,297,18,0
8639,159,251,861,916,1101,1125,116,5271,84,387,20,0
8640,156,258,980,888,1116,1176,86,6312,77,563,19,0
8641,177,344,1077,945,1161,1205,85,6435,91,579,25,0
8642,185,380,1214,1010,1212,1284,78,6735,109,634,26,0
8643,199,464,1169,985,1225,1255,72,7084,102,695,32,0
8644,166,304,1079,891,1154,1197,65,7248,78,747,22,0
8645,152,258,1147,856,1140,1171,65,7224,70,739,19,0
8646,170,358,1260,949,1201,1220,68,7143,92,721,24,0
8647,160,278,929,742,1011,998,70,6055,46,600,18,0
8648,100,116,465,590,867,826,72,4870,21,478,9,0
8649,-200,-200,398,545,856,803,72,4830,15,473,8,1
8650,57,60,342,527,859,810,68,5245,13,529,7,0
8651,48,51,313,479,859,822,58,6029,8,650,6,0
8652,32,33,292,454,842,788,58,5502,6,594,5,0
8653,72,80,367,505,856,833,55,5290,11,583,6,0
8654,86,103,387,500,867,818,59,5119,10,548,6,0
8655,79,93,399,541,877,829,73,5007,15,487,7,0
8656,87,108,376,535,869,783,94,4707,14,399,7,0
8657,85,107,377,582,900,792,112,4490,20,338,9,0
8658,97,122,379,603,899,782,123,4255,23,299,10,0
8659,96,122,387,624,895,787,148,3945,26,237,10,0
8660,113,156,552,844,992,990,131,3990,67,266,14,0
8661,163,246,930,1095,1104,1210,133,3914,133,257,30,0
8662,146,205,554,711,933,850,120,3885,40,277,15,0
8663,167,257,723,778,973,916,115,4067,53,301,17,0
8664,162,228,875,923,1069,1036,101,4115,86,332,23,0
8665,194,321,949,821,1055,942,86,4282,62,381,25,0
8666,185,270,869,778,1032,926,80,4433,53,412,21,0
8667,158,203,747,714,982,905,75,4551,41,438,15,0
8668,156,201,740,680,968,891,68,4650,35,469,14,0
8669,157,207,807,718,979,903,61,4394,41,463,14,0
8670,141,180,653,666,935,836,56,4187,32,455,14,0
8671,116,140,553,666,942,848,54,4393,32,488,12,0
8672,84,93,412,561,883,785,51,4534,17,512,9,0
8673,-200,-200,289,470,841,708,53,4563,7,510,6,1
8674,34,35,262,443,843,730,52,5094,5,572,4,0
8675,45,47,288,460,872,755,45,5381,6,631,4,0
8676,59,68,310,474,862,753,52,4860,8,545,5,0
8677,99,131,418,562,917,827,56,4712,17,513,7,0
8678,165,289,769,771,1022,941,59,4244,52,454,15,0
8679,168,322,881,837,1022,978,69,4145,66,413,19,0
8680,169,330,816,789,961,910,86,3834,55,342,16,0
8681,162,339,684,731,912,811,96,3308,44,277,14,0
8682,155,316,627,731,896,799,106,3224,44,253,13,0
8683,136,218,523,726,890,779,102,3181,43,256,13,0
8684,124,177,502,740,891,788,100,3079,45,252,12,0
8685,158,278,604,737,894,805,97,3088,45,257,13,0
8686,167,313,682,753,907,819,97,3226,48,268,14,0
8687,176,351,846,827,973,888,94,3216,63,273,17,0
8688,204,374,1027,961,1035,985,79,2999,96,280,25,0
8689,209,431,1315,1147,1146,1148,69,3066,150,307,38,0
8690,224,468,1363,1162,1176,1137,61,3152,154,333,42,0
8691,211,368,1236,935,1057,982,50,3290,89,374,28,0
8692,174,239,1076,763,974,865,42,3417,50,409,15,0
8693,181,292,1200,834,1044,924,39,3538,65,435,18,0
8694,157,205,1081,734,988,868,30,3658,44,477,15,0
8695,154,255,1174,781,1016,918,25,3855,53,521,15,0
8696,147,220,1033,659,929,851,20,3831,31,535,12,0
8697,-200,-200,900,576,876,815,10,3803,19,567,8,1
8698,101,114,853,558,872,807,5,3841,17,594,-2000,1
8699,114,153,886,574,888,820,14,3903,19,568,7,0
8700,134,224,949,638,927,846,9,3880,28,584,7,0
8701,144,295,1037,786,991,931,3,3881,55,610,13,0
8702,182,667,1571,1247,1317,1360,9,3913,183,591,34,0
8703,223,867,1885,1462,1402,1599,41,3959,263,479,55,0
8704,219,666,1683,1188,1222,1265,77,3652,163,346,41,0
8705,215,595,1412,1060,1109,1091,109,3341,123,257,30,0
8706,191,421,1006,875,959,864,137,2715,74,174,19,0
8707,162,292,855,902,964,882,140,2672,81,168,18,0
8708,165,308,964,1006,1006,988,141,2729,108,170,21,0
8709,171,347,886,968,1002,920,150,2678,97,158,23,0
8710,164,377,947,975,997,926,165,2775,99,149,23,0
8711,168,325,984,964,1019,957,158,2972,96,167,20,0
8712,204,508,1450,1196,1192,1222,132,3597,165,239,31,0
8713,242,768,1837,1387,1399,1499,110,4436,234,338,51,0
8714,246,764,1899,1408,1419,1531,95,4644,242,390,59,0
